Text,Sentiment,ProdID
africellUG Africell the best network ever  ,Positive,75
MwizaSophy mtnug Sometimes it doesnt just connect  joy it put me through too much till I had to restart my phone And also after paying ott  it fcks up I dont know the correlation though  ,Negative,19
AirtelUg Yet I have very poor internet at home and Im in KLA  ,Negative,93
gadrogers Personally I beef mtnug Most part of seeta G is a mystery  neutralface   ,Negative,5
africellUG mtnug First thing tomorrow Hope you have a trash can for the mtn sim  ,Negative,77
mtnug imagine locking my weekly OTT on your no and data but all you can give is stressful network banange  ,Negative,98
AirtelUg hello  I activated a line this afternoon but it is not yet active Pse assist  ,Negative,51
AirtelUg why are your service centers charging  For G cards yet your adverts clearly state them being free of chargeWho is fooling who  ,Negative,49
AirtelUg I think this will never workI have provided this information before but i havent witnessed any improvement You real hoodwinked us with this  G  ,Negative,97
mtnug I need to know what you decided to cheat me today  ,Negative,32
mtnug  I love this  bonus internet thing  It has made life much easier  Keep up the good work pray   ,Positive,88
AirtelUg LTE is a scam  pensive   ,Negative,37
JoChebet AirtelUg I think we need to keep shaming companies with such poor customer care  ,Negative,97
AirtelUg I bought gb data twice on Thursday night but I didnt receive ur customer care n all they tell me it will be worked on in hrs or its being worked on  Its frustrating  Its now literally the th day and still nothing Either u give me my data or money back  ,Negative,27
Is it only me or mtnug data runs so fast sob   ,Negative,57
 joy  kissingheart  africellUG you cant tell the love I have for you guys woow you have rescued me from some thieves  joy   ,Positive,1
africellUG No challenge am enjoying the network  hearteyes   ,Positive,49
mtnug Please help me I got my mtn mobile money line Agent on  but up to now it never changed its profileViola and Danson Enterprises Ihv gone to mbarara service centre but all in vainThey told me line  was counselled My phone no  ,Negative,72
AirtelUg how do you explain my line receiving messages of birthday both on my BD and for a guy called Faisal  ,Negative,21
Ritahntaori africellUG Africell baliwanika But there coverage is limited Us who trek Uganda from corner to corner miss out  ,Negative,85
africellUG I feel like your swift bundles were cheaper pre ott or our data demands have just increased  thinking   ,Positive,1
mtnug XfmUG Sending money charges wasnt a problem  Dont confuse me to think youve done us good worried  angry  slash the withdraw charges Then you blow up our phones with promo texts  ,Negative,17
AirtelUg Am tired of having to first call you guys to access Internet  ,Negative,45
AirtelUg Thats not feedback look up what feedback means I am asking the people not you  ,Negative,60
ugblog mtnug You can request for a SafeBoda even when you run out of Data however this only applies if you use MTN data and are also using your frequently used places on the application  ,Positive,38
africellUG My dears I urge you to show the names of the person on a given phone number rather than the same number again to avoid cases of putting airtime on a different number When they have insert the number the next notification should be asking the name not d number again  ,Negative,3
AirtelUg Bibbi mwe bring back our masappe am switching to africel for now silly  ,Negative,53
AirtelUg why cant I make and receive calls yet I verified my number  ,Negative,45
mtnug banage Mwedeko youre becoming unuser friendly data wise  ,Negative,88
AirtelUg So am i the only one whose airtel network has been acting up over the last couple of weeks Like literally I load a GB and half of the time it is too slow and i have to wait for things to load Choka nga G  ,Negative,6
tonnyaujongole AirtelUg I think there is a hoax in their G walayi thinking   ,Negative,28
AirtelUg ever since i upgraded my simcard to G my data is jus being chewed at a rate i dont understand yet i no longer even watch a full video on YouTube minus stoping is there a way i can deactivate this G shyt  ,Negative,57
AirtelUg Tbh the last time I loaded Freaky Friday I had to wait for  straight hours to download an app of Mbs  ,Negative,48
AirtelUg Internet is slower than a tortoise and ever on and off yet am in Kampala Am i the only person experiencing this  ,Negative,37
dkigundu AirtelUg Riight  Pay more get less  ,Negative,76
AirtelUg Mukembosamuel Whats wrong with network  ,Negative,32
mtnug AtimCharlotte Mine was my pakapakayou guys deducted the money from my mobile account but up to now I havent received the minutes  ,Negative,25
mtnug Please convince me that you have some amazing data plans because the urge to cross over to the Red corner is getting overwhelming  That GB for k going for  days and their Freaky Friday biashara has me side eying them all day  Ball is in your court now  ,Negative,90
mtnug I think this gaga Wednesday thing should be disbanded form what you offer this aint interesting any more gb at k mbu Valentines Day is still open let me buy my paka bundles waiting for africell on Friday and enjoy  wave  bye    ,Negative,49
Dear AirtelUg your internet has really been sht since last evening  angry   ,Negative,78
mtnug  I buy GB per month  and your telling me that in one week I have used  of my data  smirk  so I expect tomorrow to get a msg that I have used up my monthly data  ,Negative,29
africellUG you have solved all my data problems  Thank you  ,Positive,48
AirtelUg I have just subscribed airtime for  from airtel money but I have received only  Explain this My issue is urgent I want to make an important call  ,Negative,70
kamprice mtnug why is it that mtn always has poor internet connection at border points  ,Negative,49
AirtelUg i already upgraded got informed by customer care that ull upload my GB in  hrs however today is the th daywhats wrong  ,Negative,11
AirtelUg They tell us to send that money to  When I call the former it wasnt picked and later found it busy Will be happy if anything evil can be combated  ,Negative,51
AirtelUg So where is it here AirtelUg  thinking   ,Negative,50
AirtelUg The issue is do with slow internet i am not able to do snapchat videos twitter amp facebook they r tooooooo slow  ,Negative,89
AirtelUg Now its like teaching  your dad how to fk I did that already angry   ,Negative,28
Working mostly on social media means Im on the internet all the time Thats where mtnug comes in For making it possible for me to be online all the time at an affordable price you guys are heros  ,Positive,96
AirtelUg Bt AirtelUg y scrap my favorite data bundle mb for shs thinking   ,Negative,31
Fk mtnug internet being poor and the worst on a weekend and they will Come our to convince ppo fake like their colour  ,Negative,37
AirtelUg The feelings epoch is just like chicken sex with in seconds you have used of your daily data bundle  ,Negative,6
So people of AirtelUg are telling us they have G network laughable This speed is terrible just here in Kampal  ,Negative,61
Rachealkyy mtnug So sad  ,Negative,52
AirtelUg why is every mtnug number barred while am trying to share the love with mobile money Including mine and I know it was working this morning  ,Negative,92
TempahYah AirtelUg  joy  We need an Internet jesus in uganda  ,Negative,94
